Month,Academic_Phase,Location_Zone,Business_Category,Competitor_Density,Base_Footfall_Index,Demand_Volume,Location_Suitability_Score
11,Resumption,Obanla,Fashion,8,0.629,237,53.97
1,Resumption,Obanla,Electronics,4,0.667,162,62.53
1,Resumption,North Gate,Fashion,6,0.499,205,48.18
10,Holidays,North Gate,Electronics,8,0.24,7,21.52
9,Exams,North Gate,Fashion,3,0.479,75,52.48
7,Mid-Semester,Obanla,Fast Food,11,0.783,404,42.87
1,Holidays,Apatapiti,POS/Fintech,5,0.1,16,33.03
12,Holidays,Obanla,POS/Fintech,14,0.152,17,10.07
8,Exams,South Gate,Stationery/Printing,17,0.825,497,32.03
3,Mid-Semester,North Gate,Fashion,4,0.397,134,48.93
8,Mid-Semester,Apatapiti,Stationery/Printing,6,0.612,216,51.65
5,Exams,North Gate,Stationery/Printing,6,0.456,303,55.25
1,Holidays,Obanla,Fashion,11,0.19,14,17.66
7,Mid-Semester,Apatapiti,POS/Fintech,9,0.564,353,33.34
5,Exams,Obanla,Fashion,8,0.739,94,49.69
6,Resumption,North Gate,Fast Food,10,0.503,269,30.53
6,Resumption,Apatapiti,Stationery/Printing,6,0.577,278,42.42
8,Exams,South Gate,Stationery/Printing,6,0.843,685,76.98
9,Exams,West Gate,Fashion,1,0.313,47,30.97
2,Resumption,South Gate,Stationery/Printing,13,0.764,337,48.65
9,Exams,South Gate,POS/Fintech,9,0.786,427,73.33
12,Holidays,Apatapiti,Stationery/Printing,10,0.196,9,19.31
11,Holidays,South Gate,Fashion,11,0.168,12,24.43
10,Holidays,Obanla,POS/Fintech,7,0.213,32,47.59
9,Exams,Apatapiti,POS/Fintech,9,0.594,388,36.48
10,Resumption,Apatapiti,Stationery/Printing,5,0.488,188,51.3
10,Resumption,West Gate,Fashion,1,0.223,94,34.53
7,Mid-Semester,South Gate,Stationery/Printing,11,0.876,277,57.99
1,Holidays,Obanla,Fast Food,15,0.198,22,15.53
7,Mid-Semester,South Gate,Fast Food,13,0.868,497,46.65
10,Holidays,North Gate,POS/Fintech,12,0.114,14,11.68
5,Holidays,Apatapiti,Stationery/Printing,6,0.227,12,40.56
6,Resumption,North Gate,Fast Food,4,0.479,254,55.56
10,Holidays,Obanla,Electronics,3,0.255,8,52.97
7,Mid-Semester,Obanla,Fast Food,13,0.737,389,41.86
5,Holidays,Obanla,Stationery/Printing,4,0.237,15,47.48
7,Mid-Semester,West Gate,Stationery/Printing,7,0.284,88,16.63
9,Holidays,South Gate,Fast Food,8,0.196,35,42.77
3,Mid-Semester,Obanla,Stationery/Printing,15,0.689,218,17.31
8,Exams,Apatapiti,Stationery/Printing,7,0.593,492,43.94
2,Resumption,North Gate,Electronics,5,0.399,105,44.1
11,Holidays,South Gate,POS/Fintech,15,0.182,22,10.89
7,Exams,Obanla,Stationery/Printing,10,0.645,523,43.76
2,Mid-Semester,South Gate,Fashion,13,0.755,214,42.26
4,Exams,South Gate,POS/Fintech,20,0.803,337,15.69
7,Mid-Semester,Apatapiti,POS/Fintech,13,0.564,283,22.8
3,Mid-Semester,Obanla,Fashion,9,0.767,260,58.98
2,Resumption,West Gate,Fast Food,9,0.267,143,15.61
11,Holidays,Apatapiti,Electronics,6,0.202,6,31.46
10,Holidays,Obanla,Stationery/Printing,7,0.284,15,43.03
7,Mid-Semester,South Gate,Fast Food,20,0.907,307,18.56
1,Holidays,North Gate,Fashion,1,0.127,13,44.43
8,Mid-Semester,South Gate,Electronics,13,0.884,124,50.69
3,Mid-Semester,West Gate,Electronics,1,0.366,66,34.04
12,Resumption,South Gate,Electronics,14,0.74,174,38.05
12,Holidays,South Gate,Fashion,12,0.257,21,20.48
2,Resumption,Obanla,Fast Food,15,0.74,356,26.47
3,Mid-Semester,South Gate,Stationery/Printing,16,0.854,248,30.49
5,Exams,South Gate,Electronics,12,0.831,69,50.09
11,Holidays,Obanla,Electronics,5,0.29,10,41.01
8,Exams,South Gate,Fast Food,13,0.776,389,38.13
10,Holidays,South Gate,Electronics,12,0.199,5,22.37
7,Mid-Semester,North Gate,Electronics,3,0.528,92,61.18
7,Mid-Semester,Obanla,Fashion,6,0.706,217,50.6
12,Resumption,Obanla,POS/Fintech,12,0.671,454,42.46
7,Mid-Semester,North Gate,Fast Food,5,0.439,298,42.17
8,Exams,Obanla,Fast Food,10,0.618,264,50.84
1,Resumption,North Gate,Fast Food,12,0.462,203,21.35
4,Mid-Semester,West Gate,Fashion,2,0.233,83,34.88
6,Resumption,South Gate,Fashion,13,0.719,225,32.61
9,Holidays,Obanla,Stationery/Printing,10,0.239,12,24.04
2,Resumption,Apatapiti,Fashion,4,0.548,282,48.94
1,Holidays,Apatapiti,Fast Food,12,0.148,17,20.48
10,Holidays,South Gate,Stationery/Printing,16,0.194,8,20.98
12,Holidays,South Gate,POS/Fintech,17,0.289,39,9.99
2,Resumption,Obanla,Electronics,3,0.787,227,70.95
7,Mid-Semester,South Gate,Electronics,14,0.88,114,36.89
3,Mid-Semester,Apatapiti,Stationery/Printing,5,0.468,161,41.11
10,Holidays,Obanla,POS/Fintech,19,0.186,18,0.0
2,Resumption,Obanla,Electronics,11,0.622,115,38.69
11,Holidays,South Gate,Stationery/Printing,11,0.19,8,39.56
7,Mid-Semester,Obanla,Fashion,8,0.774,228,52.88
2,Resumption,Obanla,Fast Food,12,0.68,341,36.93
3,Mid-Semester,Apatapiti,POS/Fintech,16,0.531,303,5.1
11,Resumption,South Gate,Electronics,11,0.73,185,47.67
7,Mid-Semester,South Gate,Fast Food,12,0.907,503,52.93
4,Exams,North Gate,Stationery/Printing,5,0.554,453,59.34
1,Holidays,South Gate,Electronics,10,0.281,8,33.47
5,Exams,Obanla,Fast Food,10,0.645,310,47.97
12,Resumption,West Gate,Fashion,2,0.252,120,32.3
9,Exams,North Gate,POS/Fintech,6,0.439,266,43.86
8,Exams,Apatapiti,Stationery/Printing,7,0.603,468,50.58
12,Holidays,South Gate,Electronics,9,0.198,8,30.28
9,Holidays,South Gate,Fashion,10,0.162,14,28.36
10,Holidays,South Gate,POS/Fintech,20,0.286,29,4.24
9,Holidays,South Gate,POS/Fintech,19,0.184,16,2.18
7,Mid-Semester,West Gate,Fashion,1,0.351,133,34.12
4,Exams,South Gate,Electronics,10,0.777,43,46.71
5,Exams,Obanla,POS/Fintech,12,0.752,383,38.67
1,Holidays,North Gate,Stationery/Printing,5,0.109,4,43.58
1,Resumption,West Gate,Fast Food,4,0.218,124,30.82
3,Mid-Semester,South Gate,Stationery/Printing,20,0.908,207,21.67
8,Exams,South Gate,POS/Fintech,12,0.772,416,49.52
2,Resumption,South Gate,Fast Food,14,0.77,352,46.41
4,Exams,North Gate,Fashion,5,0.41,70,50.96
2,Mid-Semester,South Gate,Fast Food,9,0.781,487,58.23
5,Holidays,Apatapiti,Fast Food,14,0.227,34,8.46
9,Exams,Obanla,Fast Food,10,0.719,321,53.43
1,Resumption,Obanla,POS/Fintech,18,0.67,414,15.58
5,Exams,Obanla,Electronics,16,0.691,49,17.72
9,Exams,South Gate,POS/Fintech,14,0.769,390,40.66
1,Holidays,North Gate,Electronics,1,0.154,5,48.45
9,Exams,West Gate,Fashion,2,0.356,55,32.93
8,Exams,Apatapiti,Fashion,9,0.611,103,36.59
4,Exams,Apatapiti,Fashion,4,0.601,101,57.31
12,Holidays,Apatapiti,Fashion,6,0.134,9,40.98
11,Holidays,South Gate,Fashion,14,0.244,16,10.15
10,Resumption,South Gate,Stationery/Printing,20,0.862,196,24.05
5,Exams,South Gate,POS/Fintech,13,0.794,354,42.97
5,Exams,South Gate,Electronics,8,0.825,61,65.12
11,Holidays,South Gate,Fashion,18,0.281,21,0.0
12,Resumption,North Gate,Stationery/Printing,8,0.548,232,52.92
6,Resumption,Obanla,Stationery/Printing,16,0.682,203,14.43
7,Mid-Semester,Apatapiti,Stationery/Printing,7,0.642,203,53.54
8,Exams,Obanla,POS/Fintech,20,0.7,276,19.67
8,Exams,West Gate,Fashion,4,0.301,44,33.96
11,Holidays,South Gate,Stationery/Printing,18,0.2,7,7.33
2,Mid-Semester,South Gate,Stationery/Printing,12,0.909,253,51.5
9,Exams,Obanla,Fashion,3,0.796,127,68.13
7,Mid-Semester,South Gate,POS/Fintech,19,0.79,327,23.19
4,Exams,South Gate,Stationery/Printing,12,0.802,532,61.89
4,Exams,South Gate,Electronics,9,0.78,65,54.34
11,Holidays,South Gate,Fast Food,20,0.197,20,0.0
8,Exams,Obanla,Fast Food,14,0.7,304,31.82
4,Exams,North Gate,Fast Food,6,0.432,242,42.09
6,Resumption,Obanla,POS/Fintech,15,0.689,513,29.24
5,Exams,Obanla,Stationery/Printing,15,0.654,448,29.04
3,Mid-Semester,North Gate,Fast Food,13,0.544,284,16.15
10,Holidays,South Gate,Fast Food,20,0.227,27,0.0
11,Holidays,South Gate,Fashion,4,0.159,15,47.81
2,Resumption,South Gate,Stationery/Printing,15,0.709,267,37.18
9,Exams,Obanla,Stationery/Printing,18,0.752,494,11.77
10,Holidays,Apatapiti,Fashion,5,0.115,11,32.65
9,Exams,Obanla,Stationery/Printing,6,0.79,638,63.5
1,Resumption,South Gate,Electronics,12,0.659,156,28.53
10,Holidays,Obanla,POS/Fintech,13,0.135,17,17.02
3,Mid-Semester,Obanla,Fashion,14,0.731,170,28.27
8,Mid-Semester,North Gate,Fast Food,11,0.498,262,28.24
6,Resumption,Obanla,Stationery/Printing,9,0.708,285,48.4
5,Exams,North Gate,Electronics,4,0.465,40,45.26
5,Exams,Obanla,Electronics,10,0.696,48,40.19
6,Mid-Semester,Obanla,POS/Fintech,16,0.716,367,27.12
7,Mid-Semester,South Gate,Electronics,8,0.81,102,55.85
1,Resumption,Obanla,Stationery/Printing,12,0.639,277,32.57
9,Exams,South Gate,Stationery/Printing,10,0.804,533,62.8
3,Mid-Semester,South Gate,Electronics,11,0.758,106,42.86
4,Exams,West Gate,Stationery/Printing,3,0.312,288,32.99
10,Holidays,West Gate,Stationery/Printing,4,0.1,6,20.98
1,Resumption,South Gate,Fast Food,19,0.759,299,14.8
11,Holidays,North Gate,Fashion,5,0.182,15,44.15
10,Holidays,South Gate,Stationery/Printing,15,0.242,10,19.03
3,Mid-Semester,North Gate,Stationery/Printing,2,0.506,193,57.46
2,Resumption,Apatapiti,POS/Fintech,9,0.573,454,34.51
2,Resumption,West Gate,Fashion,0,0.239,110,31.85
1,Holidays,Obanla,Fashion,9,0.217,19,30.44
8,Exams,North Gate,Fashion,3,0.516,102,48.2
3,Mid-Semester,Obanla,Electronics,13,0.628,72,29.97
3,Mid-Semester,South Gate,Fast Food,13,0.938,592,48.16
6,Mid-Semester,West Gate,Fast Food,4,0.317,203,23.79
8,Exams,Apatapiti,POS/Fintech,10,0.601,366,26.85
9,Exams,Obanla,Fashion,10,0.767,109,45.19
9,Holidays,South Gate,Fashion,13,0.206,16,16.42
4,Exams,South Gate,Stationery/Printing,18,0.787,451,24.51
5,Holidays,South Gate,Electronics,16,0.227,5,3.96
2,Resumption,Apatapiti,Electronics,6,0.678,207,51.84
11,Resumption,North Gate,POS/Fintech,5,0.445,414,47.58
9,Exams,South Gate,Fast Food,17,0.775,345,26.14
8,Exams,North Gate,Fashion,5,0.542,82,50.88
3,Mid-Semester,Apatapiti,POS/Fintech,16,0.496,223,13.75
11,Holidays,South Gate,Electronics,10,0.207,7,27.7
12,Resumption,Apatapiti,Electronics,5,0.508,147,53.2
9,Exams,Apatapiti,Electronics,5,0.601,57,55.97
3,Mid-Semester,West Gate,Fashion,3,0.307,101,27.92
9,Holidays,North Gate,Fashion,9,0.1,8,13.21
2,Resumption,South Gate,Fashion,13,0.797,301,36.72
12,Holidays,North Gate,Stationery/Printing,4,0.1,5,40.37
10,Holidays,South Gate,Fast Food,20,0.21,25,0.0
9,Holidays,South Gate,Electronics,13,0.191,4,15.15
8,Exams,Obanla,Electronics,12,0.753,46,36.17
9,Holidays,North Gate,Stationery/Printing,11,0.102,5,21.21
5,Exams,Apatapiti,Electronics,5,0.415,40,40.5
11,Holidays,South Gate,Electronics,16,0.157,4,0.0
11,Holidays,Obanla,Fashion,10,0.191,13,24.79
2,Resumption,Apatapiti,Fashion,6,0.507,223,48.72
8,Exams,Apatapiti,Fast Food,15,0.63,278,16.21
12,Holidays,Apatapiti,Electronics,7,0.1,3,27.89
6,Resumption,Obanla,POS/Fintech,13,0.704,538,38.96
8,Exams,West Gate,Electronics,0,0.325,33,40.78
11,Holidays,South Gate,Electronics,4,0.221,8,57.56
5,Exams,Obanla,Fast Food,11,0.733,338,46.54
10,Holidays,South Gate,POS/Fintech,19,0.206,23,0.0
2,Resumption,South Gate,Electronics,15,0.779,149,35.68
6,Resumption,South Gate,POS/Fintech,14,0.741,479,42.33
5,Exams,South Gate,Fashion,15,0.819,101,28.57
12,Resumption,South Gate,Fashion,7,0.751,256,68.67
12,Holidays,South Gate,POS/Fintech,8,0.198,32,44.17
5,Exams,South Gate,Electronics,8,0.774,72,66.19
1,Resumption,West Gate,POS/Fintech,3,0.259,228,24.05
2,Resumption,South Gate,POS/Fintech,10,0.84,642,58.19
8,Exams,Obanla,Fashion,7,0.7,105,45.77
3,Mid-Semester,South Gate,POS/Fintech,16,0.897,377,36.04
10,Holidays,West Gate,Stationery/Printing,4,0.101,4,26.85
3,Mid-Semester,Apatapiti,Stationery/Printing,14,0.612,188,15.69
8,Exams,Obanla,Fashion,5,0.727,118,59.6
8,Mid-Semester,Obanla,Electronics,7,0.751,112,60.79
2,Resumption,South Gate,Electronics,19,0.736,130,12.89
8,Exams,West Gate,Fashion,2,0.371,66,34.03
11,Holidays,Apatapiti,Electronics,6,0.203,5,31.22
1,Holidays,Apatapiti,Fast Food,12,0.152,26,10.78
6,Resumption,Obanla,Stationery/Printing,14,0.678,255,24.24
8,Exams,South Gate,Fast Food,15,0.836,365,29.03
3,Mid-Semester,Apatapiti,Fast Food,14,0.547,292,23.85
8,Exams,South Gate,Fast Food,18,0.768,363,24.83
12,Resumption,Obanla,Fashion,12,0.581,179,31.51
1,Resumption,South Gate,Fast Food,14,0.754,398,32.63
11,Holidays,West Gate,POS/Fintech,7,0.135,20,17.04
11,Holidays,South Gate,Electronics,10,0.198,6,26.01
9,Exams,South Gate,Fashion,11,0.917,136,55.56
11,Holidays,Obanla,POS/Fintech,18,0.166,18,0.0
9,Exams,Apatapiti,POS/Fintech,11,0.579,350,29.08
5,Exams,Obanla,Stationery/Printing,13,0.699,435,32.49
10,Holidays,South Gate,Stationery/Printing,20,0.101,3,0.0
4,Exams,South Gate,POS/Fintech,20,0.794,307,5.47
11,Holidays,Apatapiti,Stationery/Printing,17,0.108,3,0.0
6,Resumption,West Gate,Electronics,0,0.282,86,29.23
12,Holidays,Apatapiti,Electronics,3,0.214,8,43.62
7,Mid-Semester,North Gate,Stationery/Printing,2,0.482,161,69.25
5,Exams,West Gate,Fast Food,8,0.304,172,14.91
11,Holidays,North Gate,POS/Fintech,6,0.114,19,35.73
10,Holidays,Obanla,Electronics,9,0.232,8,32.33
9,Exams,North Gate,Stationery/Printing,7,0.589,440,49.75
3,Mid-Semester,North Gate,Stationery/Printing,5,0.574,184,62.57
7,Mid-Semester,Apatapiti,Electronics,7,0.569,93,42.01
10,Holidays,Obanla,Electronics,12,0.257,8,14.82
10,Holidays,South Gate,Fast Food,17,0.228,29,14.29
11,Resumption,South Gate,Stationery/Printing,17,0.827,254,34.97
5,Holidays,South Gate,Stationery/Printing,10,0.161,7,34.8
7,Mid-Semester,Obanla,Fashion,7,0.746,233,53.22
2,Resumption,South Gate,Fast Food,14,0.774,347,39.11
4,Exams,South Gate,Electronics,8,0.805,66,60.16
2,Resumption,Obanla,Electronics,7,0.689,153,45.79
12,Holidays,Obanla,POS/Fintech,14,0.182,23,21.19
7,Mid-Semester,Apatapiti,Electronics,4,0.582,100,54.69
2,Mid-Semester,Obanla,Stationery/Printing,11,0.727,198,35.25
11,Holidays,Apatapiti,Electronics,4,0.109,3,46.98
1,Holidays,West Gate,Stationery/Printing,5,0.1,5,22.74
9,Holidays,Apatapiti,Stationery/Printing,8,0.143,8,31.7
1,Holidays,Obanla,Fast Food,10,0.161,21,33.11
8,Mid-Semester,South Gate,Electronics,4,0.775,142,78.7
2,Mid-Semester,West Gate,Fast Food,2,0.327,253,36.18
12,Holidays,South Gate,Stationery/Printing,9,0.246,9,48.89
8,Exams,South Gate,Electronics,10,0.761,64,52.2
3,Mid-Semester,North Gate,Electronics,4,0.505,87,56.93
6,Resumption,South Gate,Fast Food,20,0.738,243,11.08
3,Mid-Semester,West Gate,Fast Food,4,0.336,213,31.92
7,Mid-Semester,Obanla,Stationery/Printing,10,0.725,221,40.68
10,Holidays,Obanla,Stationery/Printing,7,0.163,7,38.93
9,Holidays,Obanla,Electronics,8,0.194,6,31.1
2,Resumption,North Gate,Electronics,0,0.429,139,51.62
12,Holidays,South Gate,Fashion,9,0.188,16,25.45
12,Holidays,Obanla,Fashion,12,0.157,11,22.97
5,Holidays,Obanla,POS/Fintech,9,0.165,20,30.31
6,Resumption,North Gate,Stationery/Printing,3,0.431,210,61.3
4,Exams,Apatapiti,POS/Fintech,15,0.571,327,14.94
4,Mid-Semester,South Gate,POS/Fintech,20,0.842,380,25.61
4,Mid-Semester,South Gate,Fast Food,17,0.875,409,28.15
2,Resumption,South Gate,Fast Food,16,0.707,392,22.81
4,Exams,North Gate,Fashion,4,0.579,101,57.61
11,Holidays,Apatapiti,POS/Fintech,9,0.151,24,26.44
1,Holidays,Apatapiti,Fashion,4,0.199,18,41.94
12,Holidays,North Gate,Stationery/Printing,8,0.149,6,35.91
6,Mid-Semester,Obanla,Electronics,6,0.756,135,59.82
1,Holidays,Obanla,Fast Food,11,0.21,33,21.43
10,Holidays,South Gate,Stationery/Printing,13,0.229,10,19.55
6,Resumption,South Gate,Stationery/Printing,10,0.756,302,65.59
1,Holidays,West Gate,Fast Food,2,0.195,42,27.37
6,Resumption,Obanla,Fast Food,13,0.731,325,39.37
10,Holidays,West Gate,POS/Fintech,10,0.1,14,0.0
8,Exams,South Gate,Fashion,18,0.86,89,19.19
11,Holidays,Obanla,Stationery/Printing,10,0.191,9,22.32
2,Resumption,South Gate,POS/Fintech,20,0.847,537,19.36
2,Resumption,South Gate,POS/Fintech,15,0.749,530,41.23
12,Holidays,Obanla,Stationery/Printing,14,0.1,5,5.53
4,Exams,South Gate,Stationery/Printing,20,0.79,395,26.88
11,Resumption,South Gate,Electronics,13,0.685,160,29.94
3,Exams,South Gate,Fashion,3,0.773,143,70.85
4,Exams,South Gate,Stationery/Printing,8,0.779,554,67.55
12,Holidays,Obanla,Fast Food,14,0.206,27,16.63
7,Mid-Semester,North Gate,Electronics,2,0.513,87,50.65
11,Holidays,South Gate,Fashion,15,0.245,15,15.69
1,Holidays,South Gate,Fast Food,15,0.24,36,18.44
6,Resumption,South Gate,Fast Food,15,0.862,398,44.07
3,Mid-Semester,Obanla,Fashion,12,0.75,165,33.72
11,Holidays,South Gate,Electronics,13,0.238,6,12.18
10,Holidays,Apatapiti,Fast Food,10,0.194,34,28.15
7,Mid-Semester,South Gate,POS/Fintech,16,0.818,414,39.5
10,Resumption,South Gate,Fashion,7,0.702,317,49.8
2,Resumption,Apatapiti,Fashion,4,0.558,227,55.29
2,Resumption,Obanla,Stationery/Printing,7,0.655,231,53.67
4,Exams,South Gate,Electronics,15,0.847,46,29.97
1,Holidays,Apatapiti,POS/Fintech,10,0.187,31,25.27
3,Mid-Semester,North Gate,POS/Fintech,6,0.549,341,46.02
9,Exams,Apatapiti,Stationery/Printing,10,0.531,351,37.9
7,Mid-Semester,Obanla,Fast Food,16,0.721,346,27.49
7,Mid-Semester,Obanla,Fast Food,11,0.755,431,47.79
11,Holidays,West Gate,POS/Fintech,3,0.1,14,24.95
4,Exams,South Gate,Electronics,9,0.83,76,58.48
2,Resumption,Obanla,Fast Food,13,0.743,368,34.13
4,Mid-Semester,North Gate,Fashion,3,0.495,182,47.04
6,Mid-Semester,South Gate,Stationery/Printing,13,0.782,185,54.67
11,Holidays,South Gate,Electronics,16,0.115,3,0.26
11,Holidays,South Gate,Fast Food,18,0.148,19,0.0
3,Mid-Semester,Obanla,POS/Fintech,18,0.684,336,12.08
1,Holidays,Obanla,Stationery/Printing,18,0.221,8,0.0
12,Resumption,Obanla,Fast Food,16,0.673,253,17.81
8,Exams,South Gate,POS/Fintech,15,0.811,343,40.54
12,Holidays,North Gate,Fast Food,8,0.161,29,24.84
5,Exams,West Gate,Stationery/Printing,4,0.353,296,31.78
5,Holidays,North Gate,Fashion,3,0.115,11,45.28
11,Holidays,Obanla,Fashion,7,0.225,19,32.84
4,Exams,Apatapiti,POS/Fintech,15,0.588,317,11.01
6,Resumption,Apatapiti,Fashion,9,0.462,189,29.59
3,Mid-Semester,Obanla,Stationery/Printing,9,0.676,203,47.14
9,Exams,Apatapiti,POS/Fintech,12,0.553,251,25.51
5,Exams,North Gate,Fast Food,13,0.485,241,16.61
3,Mid-Semester,Apatapiti,Electronics,4,0.624,116,60.04
11,Holidays,South Gate,Fast Food,16,0.203,28,10.72
1,Resumption,South Gate,Stationery/Printing,13,0.68,281,41.86
10,Holidays,South Gate,POS/Fintech,19,0.194,20,6.57
12,Holidays,Apatapiti,Fast Food,14,0.1,14,4.05
6,Resumption,North Gate,POS/Fintech,8,0.44,360,35.23
2,Resumption,South Gate,Fashion,17,0.793,256,21.91
3,Mid-Semester,South Gate,Electronics,12,0.871,110,45.88
1,Holidays,West Gate,Stationery/Printing,2,0.1,5,28.75
9,Exams,Apatapiti,Fast Food,12,0.59,339,33.72
8,Exams,Obanla,Electronics,6,0.657,53,58.98
12,Holidays,Obanla,Stationery/Printing,10,0.155,5,19.05
2,Resumption,North Gate,Stationery/Printing,7,0.367,159,47.25
12,Holidays,North Gate,Fashion,6,0.1,11,31.44
11,Holidays,West Gate,POS/Fintech,4,0.1,15,24.24
8,Exams,South Gate,POS/Fintech,12,0.787,472,49.27
12,Holidays,North Gate,Electronics,5,0.111,4,42.14
9,Exams,South Gate,Fashion,12,0.82,98,45.78
1,Holidays,North Gate,Stationery/Printing,7,0.1,5,40.36
5,Holidays,North Gate,Fashion,5,0.1,8,32.09
8,Exams,Obanla,Fashion,6,0.761,135,57.26
11,Holidays,South Gate,Electronics,7,0.262,9,41.57
2,Resumption,Obanla,POS/Fintech,15,0.678,385,29.26
4,Mid-Semester,South Gate,Fashion,11,0.854,276,53.15
7,Mid-Semester,South Gate,Fashion,14,0.794,217,31.25
3,Mid-Semester,South Gate,Fashion,19,0.831,186,9.1
12,Resumption,Apatapiti,Fast Food,7,0.581,353,55.57
5,Exams,North Gate,Fashion,6,0.413,47,41.11
8,Exams,Obanla,Fashion,12,0.72,89,34.45
12,Resumption,Obanla,Stationery/Printing,9,0.703,346,50.14
10,Holidays,Obanla,Fast Food,12,0.19,28,25.83
3,Mid-Semester,North Gate,Fashion,5,0.493,145,46.1
4,Mid-Semester,North Gate,Fashion,7,0.492,150,42.79
9,Holidays,North Gate,Electronics,1,0.15,5,47.32
7,Mid-Semester,Obanla,Electronics,10,0.76,126,44.27
1,Resumption,North Gate,Fast Food,5,0.475,265,53.55
12,Holidays,Apatapiti,Stationery/Printing,11,0.132,5,13.78
4,Exams,Apatapiti,Fast Food,14,0.554,263,25.3
4,Exams,South Gate,Fast Food,17,0.835,393,34.05
9,Exams,South Gate,Electronics,8,0.763,68,64.14
6,Resumption,Obanla,Electronics,4,0.619,146,62.06
9,Holidays,South Gate,Stationery/Printing,12,0.326,13,34.34
12,Resumption,South Gate,Fashion,14,0.786,202,35.11
6,Mid-Semester,Apatapiti,Stationery/Printing,6,0.588,221,50.41
6,Resumption,South Gate,Fashion,9,0.73,285,52.09
5,Holidays,West Gate,POS/Fintech,6,0.1,16,19.94
5,Holidays,Obanla,Electronics,9,0.185,5,30.24
2,Resumption,Apatapiti,POS/Fintech,5,0.535,382,52.36
8,Exams,South Gate,POS/Fintech,11,0.829,416,64.32
8,Mid-Semester,South Gate,Electronics,16,0.785,106,22.72
11,Holidays,Obanla,POS/Fintech,14,0.125,16,15.34
1,Resumption,South Gate,Fast Food,14,0.778,301,38.77
8,Exams,South Gate,Fashion,11,0.827,109,40.06
5,Holidays,South Gate,Stationery/Printing,10,0.258,13,39.01
2,Mid-Semester,South Gate,Electronics,10,0.933,132,49.5
2,Resumption,South Gate,Fast Food,17,0.752,276,29.16
6,Mid-Semester,Apatapiti,Stationery/Printing,7,0.634,207,41.66
11,Holidays,South Gate,Stationery/Printing,7,0.16,7,44.6
9,Holidays,South Gate,Stationery/Printing,9,0.1,4,39.18
1,Holidays,Obanla,POS/Fintech,17,0.139,16,0.98
12,Resumption,West Gate,POS/Fintech,8,0.246,189,12.52
6,Resumption,South Gate,POS/Fintech,14,0.873,655,40.7
9,Exams,South Gate,POS/Fintech,20,0.724,353,19.42
8,Exams,Obanla,Fast Food,16,0.75,434,24.05
11,Holidays,West Gate,POS/Fintech,7,0.1,13,16.89
6,Resumption,Apatapiti,Electronics,6,0.565,150,44.34
3,Mid-Semester,Obanla,Stationery/Printing,14,0.752,177,25.26
8,Exams,South Gate,Fast Food,9,0.762,386,54.68
9,Exams,Obanla,POS/Fintech,20,0.764,361,12.14
1,Holidays,South Gate,Stationery/Printing,16,0.235,7,14.02
12,Holidays,Obanla,Fast Food,20,0.187,20,0.0
9,Exams,Obanla,Stationery/Printing,14,0.727,458,17.93
6,Resumption,West Gate,Fast Food,2,0.249,131,35.97
6,Resumption,South Gate,Fashion,10,0.668,252,44.67
12,Holidays,South Gate,Fast Food,10,0.218,34,32.03
4,Mid-Semester,Obanla,POS/Fintech,18,0.861,398,31.0
1,Holidays,Obanla,Stationery/Printing,11,0.23,11,21.15
10,Holidays,Apatapiti,Stationery/Printing,14,0.165,6,1.09
8,Mid-Semester,South Gate,Stationery/Printing,12,0.869,276,52.45
2,Resumption,South Gate,Electronics,16,0.765,156,24.22
12,Holidays,Obanla,Electronics,10,0.1,3,22.95
1,Holidays,South Gate,POS/Fintech,20,0.16,16,0.0
2,Resumption,Apatapiti,Fashion,8,0.537,177,34.53
1,Holidays,North Gate,Electronics,2,0.171,5,36.81
1,Holidays,Apatapiti,Fast Food,8,0.242,36,38.08
9,Exams,Obanla,POS/Fintech,10,0.659,348,46.45
1,Holidays,Apatapiti,Fashion,6,0.183,17,34.67
4,Exams,South Gate,Fast Food,11,0.696,351,48.35
10,Holidays,Apatapiti,Stationery/Printing,7,0.133,6,35.03
6,Resumption,South Gate,Electronics,6,0.764,161,70.53
7,Exams,Obanla,Fast Food,10,0.797,385,51.76
2,Resumption,South Gate,Fashion,10,0.724,232,45.14
6,Resumption,North Gate,POS/Fintech,5,0.433,448,56.91
